sequence,timestamp,process_pid,process_start_time,phase,delayed,rss_kib,pss_kib,pss_anon_kib,private_dirty_kib,anonymous_kib,swap_kib,docker_memory_usage_bytes,docker_memory_limit_bytes,has_docker_memory,vma_count,fd_count,socket_fd_count,thread_count,pid_count,cgroup_anon_bytes,cgroup_current_bytes,cgroup_memory_stat_anon,has_cgroup,has_cgroup_anon,oom_events,oom_kill_events,bgp_state,bgp_fsm_ticks,reconnect_count,has_rss,has_pss,has_pss_anon,has_private_dirty,has_anonymous,has_swap,has_thread_count,has_pid_count,has_fd_count,has_socket_fd_count,has_vma_count
24,2026-07-21T15:16:33.511137993+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
25,2026-07-21T15:16:35.519597632+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
26,2026-07-21T15:16:37.525602329+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
27,2026-07-21T15:16:39.534396604+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
28,2026-07-21T15:16:41.541188832+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
29,2026-07-21T15:16:43.548368942+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
30,2026-07-21T15:16:45.554855271+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
31,2026-07-21T15:16:47.562115248+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
32,2026-07-21T15:16:49.570483122+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
33,2026-07-21T15:16:51.579097672+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
34,2026-07-21T15:16:53.587022123+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
35,2026-07-21T15:16:55.594180868+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
36,2026-07-21T15:16:57.60088439+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
37,2026-07-21T15:16:59.609495168+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
38,2026-07-21T15:17:01.617430788+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
39,2026-07-21T15:17:03.624720983+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
40,2026-07-21T15:17:05.631184495+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
41,2026-07-21T15:17:07.637172617+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
42,2026-07-21T15:17:09.645134936+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
43,2026-07-21T15:17:11.651720344+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
44,2026-07-21T15:17:13.659160035+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
45,2026-07-21T15:17:15.667237703+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
46,2026-07-21T15:17:17.674212648+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
47,2026-07-21T15:17:19.681105009+03:00,2189128,636309962,stimulus,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
48,2026-07-21T15:17:21.688789833+03:00,2189128,636309962,settling,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
49,2026-07-21T15:17:23.697100875+03:00,2189128,636309962,settling,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
50,2026-07-21T15:17:25.704731163+03:00,2189128,636309962,settling,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
51,2026-07-21T15:17:27.713017422+03:00,2189128,636309962,settling,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
52,2026-07-21T15:17:29.718983209+03:00,2189128,636309962,settling,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
53,2026-07-21T15:17:31.728064557+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
54,2026-07-21T15:17:33.73464125+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
55,2026-07-21T15:17:35.743059347+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
56,2026-07-21T15:17:37.749896062+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
57,2026-07-21T15:17:39.757518601+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
58,2026-07-21T15:17:41.765281386+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
59,2026-07-21T15:17:43.771467567+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
60,2026-07-21T15:17:45.778455287+03:00,2189128,636309962,final,true,0,0,0,0,0,0,2183168,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
