sequence,timestamp,process_pid,process_start_time,phase,delayed,rss_kib,pss_kib,pss_anon_kib,private_dirty_kib,anonymous_kib,swap_kib,docker_memory_usage_bytes,docker_memory_limit_bytes,has_docker_memory,vma_count,fd_count,socket_fd_count,thread_count,pid_count,cgroup_anon_bytes,cgroup_current_bytes,cgroup_memory_stat_anon,has_cgroup,has_cgroup_anon,oom_events,oom_kill_events,bgp_state,bgp_fsm_ticks,reconnect_count,has_rss,has_pss,has_pss_anon,has_private_dirty,has_anonymous,has_swap,has_thread_count,has_pid_count,has_fd_count,has_socket_fd_count,has_vma_count
19,2026-07-21T13:58:26.639127318+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
20,2026-07-21T13:58:28.646328243+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
21,2026-07-21T13:58:30.652980664+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
22,2026-07-21T13:58:32.659230548+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
23,2026-07-21T13:58:34.668634772+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
24,2026-07-21T13:58:36.672384034+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
25,2026-07-21T13:58:38.679029023+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
26,2026-07-21T13:58:40.6936498+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
27,2026-07-21T13:58:42.699003142+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
28,2026-07-21T13:58:44.704967951+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
29,2026-07-21T13:58:46.711599481+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
30,2026-07-21T13:58:48.718978268+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
31,2026-07-21T13:58:50.726427222+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
32,2026-07-21T13:58:52.733920577+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
33,2026-07-21T13:58:54.743432359+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
34,2026-07-21T13:58:56.749044644+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
35,2026-07-21T13:58:58.755549347+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
36,2026-07-21T13:59:00.765505381+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
37,2026-07-21T13:59:02.775371863+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
38,2026-07-21T13:59:04.781649578+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
39,2026-07-21T13:59:06.788536625+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
40,2026-07-21T13:59:08.79498174+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
41,2026-07-21T13:59:10.801842976+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
42,2026-07-21T13:59:12.808759885+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
43,2026-07-21T13:59:14.81593282+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
44,2026-07-21T13:59:16.825330662+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
45,2026-07-21T13:59:18.830659696+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
46,2026-07-21T13:59:20.836951427+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
47,2026-07-21T13:59:22.843246805+03:00,2084858,635842283,stimulus,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
48,2026-07-21T13:59:24.851186236+03:00,2084858,635842283,settling,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
49,2026-07-21T13:59:26.858430696+03:00,2084858,635842283,settling,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
50,2026-07-21T13:59:28.865498681+03:00,2084858,635842283,settling,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
51,2026-07-21T13:59:30.871065996+03:00,2084858,635842283,settling,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
52,2026-07-21T13:59:32.878574991+03:00,2084858,635842283,settling,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
53,2026-07-21T13:59:34.886092555+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
54,2026-07-21T13:59:36.892663954+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
55,2026-07-21T13:59:38.900000274+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
56,2026-07-21T13:59:40.912269817+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
57,2026-07-21T13:59:42.917758696+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
58,2026-07-21T13:59:44.930349449+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
59,2026-07-21T13:59:46.936229612+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
60,2026-07-21T13:59:48.943097153+03:00,2084858,635842283,final,true,0,0,0,0,0,0,2187264,134217728,true,0,0,0,0,0,0,0,0,false,false,0,0,,0,0,false,false,false,false,false,false,false,false,false,false,false
